packet_rate,duration,bytes_sent,bytes_received,label
229.67,2.54,4558.67,1399.61,dos
58.1,5.35,3606.61,4011.28,normal
243.16,1.34,3962.44,1353.54,dos
208.5,1.21,6446.15,804.85,dos
44.7,1.46,1238.41,2308.77,normal
106.9,0.5,2005.69,3454.03,normal
191.93,2.87,5006.82,100.0,dos
69.98,6.51,500.0,1693.34,normal
290.85,1.46,6119.94,338.34,dos
130.91,2.76,5347.41,651.07,dos
107.03,2.61,4720.94,2450.18,normal
57.8,7.0,2340.02,3893.47,normal
88.98,0.5,3546.07,822.28,normal
260.8,1.54,7607.55,558.01,dos
248.71,0.43,7389.19,564.28,dos
52.96,9.09,1785.63,2130.09,normal
55.42,0.5,2645.42,3881.0,normal
75.03,8.73,2613.62,2374.27,normal
196.24,2.54,5946.17,1279.3,dos
23.04,7.48,1506.05,2732.57,normal
40.69,4.54,2793.74,3505.78,normal
401.41,1.83,4541.24,176.63,dos
316.09,2.02,2000.0,100.0,dos
51.59,1.71,4165.42,2911.58,normal
53.53,3.62,1750.27,1300.98,normal
92.27,9.48,1287.29,1539.59,normal
54.38,8.5,3158.16,2692.83,normal
113.33,9.86,2645.77,993.82,normal
330.6,0.98,6076.84,1154.81,dos
62.1,8.57,1798.71,1048.69,normal
57.64,4.69,3041.59,1915.81,normal
34.86,0.58,500.0,655.52,normal
55.29,8.45,1319.86,5843.09,normal
33.08,0.5,2191.22,1962.62,normal
151.8,1.69,7877.14,1073.62,dos
287.46,1.46,4993.97,720.64,dos
42.27,7.63,2551.63,2626.19,normal
144.22,1.36,3183.82,100.0,dos
13.0,7.99,721.03,2064.1,normal
108.94,0.1,9077.55,328.58,dos
24.23,3.22,3069.69,3699.99,normal
79.83,0.5,3725.75,1254.23,normal
21.92,2.42,1195.95,1906.11,normal
294.11,3.57,3784.37,1553.31,dos
346.31,1.45,4419.03,1367.58,dos
296.32,0.83,2263.38,962.31,dos
80.83,4.08,4607.32,1481.03,normal
132.77,1.61,4663.78,1553.49,dos
275.04,1.41,6273.08,100.0,dos
302.03,3.19,2544.0,1016.98,dos
329.26,0.25,7650.23,942.31,dos
92.1,9.73,2061.93,2333.23,normal
254.68,1.53,5261.55,569.18,dos
36.49,6.83,3768.45,2109.45,normal
100.0,0.49,6952.16,763.08,dos
39.14,3.98,1740.63,500.0,normal
93.51,7.06,3315.26,1541.83,normal
304.1,0.65,9024.75,956.23,dos
64.84,7.06,2840.71,1500.87,normal
64.97,5.45,1235.84,1140.31,normal
89.33,6.27,500.0,2492.08,normal
247.49,3.39,3437.43,983.64,dos
173.48,0.24,4782.65,1063.29,dos
80.55,5.3,2127.52,1580.22,normal
87.43,1.95,3520.04,2131.6,normal
345.88,1.88,8264.14,100.0,dos
30.42,2.94,1993.0,1714.79,normal
85.54,6.22,3907.24,1095.48,normal
211.85,0.42,9216.38,458.14,dos
272.5,1.32,4316.29,223.07,dos
285.62,2.47,3471.02,818.71,dos
221.79,1.72,8313.7,1131.29,dos
39.33,2.76,3861.72,2659.8,normal
40.19,4.69,4522.84,2996.35,normal
75.26,11.29,3469.29,1519.91,normal
103.87,8.49,5378.14,3451.55,normal
10.0,6.87,1794.27,2549.3,normal
48.34,5.86,2970.45,1452.34,normal
117.44,2.09,6243.73,100.0,dos
30.28,1.17,500.0,2055.11,normal
62.83,0.5,2122.67,1757.92,normal
19.98,6.77,3788.01,3378.97,normal
58.48,2.28,2540.97,2517.3,normal
58.11,0.5,2773.82,500.0,normal
376.55,3.64,2945.92,1242.11,dos
105.35,0.57,5533.6,500.43,dos
69.8,0.5,3253.72,1670.13,normal
165.59,2.99,9987.74,475.08,dos
404.87,2.27,6188.79,100.0,dos
100.0,0.54,3505.45,100.0,dos
278.9,3.01,7214.56,686.15,dos
299.04,1.07,4415.69,100.0,dos
155.84,1.27,3822.17,511.74,dos
295.98,2.79,4043.26,949.09,dos
53.69,5.61,1601.43,801.72,normal
86.04,8.46,4370.06,3187.27,normal
254.16,2.36,2983.15,706.88,dos
66.79,0.5,2315.32,1916.21,normal
10.0,2.44,1627.06,3086.22,normal
383.73,2.09,5179.66,1058.37,dos
32.61,5.19,2192.09,893.99,normal
212.62,1.08,7350.8,100.0,dos
71.03,5.06,5650.37,1418.12,normal
74.67,7.07,2164.46,2429.67,normal
256.72,2.48,3117.32,875.95,dos
210.14,1.32,5559.48,969.81,dos
137.54,1.83,7216.56,1491.29,dos
247.08,2.51,6156.98,451.66,dos
53.93,4.95,1630.1,2274.59,normal
48.89,5.34,2845.78,3767.25,normal
53.43,4.87,2132.33,3101.39,normal
165.47,2.61,8302.51,150.52,dos
224.12,1.29,5478.77,107.46,dos
146.52,0.63,9605.92,1624.59,dos
239.8,1.92,4495.01,1073.63,dos
60.48,4.69,2708.71,4429.69,normal
64.53,1.61,1486.32,2323.15,normal
100.0,2.97,9948.65,804.1,dos
15.15,1.03,1508.21,3477.21,normal
340.07,2.19,6042.18,476.5,dos
55.4,1.36,1649.81,1480.86,normal
48.51,5.18,3825.01,3974.22,normal
20.4,5.72,3807.13,500.0,normal
91.39,13.11,1731.82,3564.77,normal
328.99,1.07,4877.21,391.77,dos
76.21,6.85,4208.68,2301.9,normal
261.34,2.85,4795.63,1285.84,dos
155.32,1.53,2751.8,1045.88,dos
169.67,0.82,6129.9,378.69,dos
61.23,5.77,3000.95,2083.75,normal
313.6,1.94,4843.17,956.03,dos
83.21,1.23,3859.55,610.16,normal
100.98,7.91,2717.75,712.24,normal
56.75,4.02,500.0,3813.0,normal
165.23,1.12,5029.94,739.32,dos
138.57,1.63,4778.84,665.37,dos
143.55,1.0,5851.77,1228.11,dos
322.11,0.1,8005.82,1424.17,dos
235.16,1.95,3171.3,900.06,dos
46.89,0.5,3965.4,1890.77,normal
74.71,9.09,2511.07,4650.14,normal
223.09,1.17,5156.48,526.33,dos
68.81,8.09,3074.8,996.4,normal
31.14,0.5,1414.72,1082.57,normal
208.21,1.65,8029.02,975.95,dos
337.11,0.12,4454.29,1034.07,dos
92.94,9.61,3811.05,2987.85,normal
50.29,5.07,849.82,3090.25,normal
34.9,5.43,2301.49,1624.41,normal
35.36,10.11,3598.78,2201.53,normal
413.44,2.97,7657.31,663.02,dos
72.75,5.37,2832.91,1642.74,normal
50.16,5.31,2940.78,3343.79,normal
53.78,7.78,2516.1,4172.71,normal
238.29,1.28,4795.71,978.27,dos
59.4,4.87,1436.03,1799.54,normal
36.55,3.56,2582.42,1446.24,normal
168.47,0.58,9348.18,2068.14,dos
32.57,9.4,2543.92,3552.11,normal
322.62,1.79,2815.74,879.52,dos
186.02,0.1,6743.72,1046.14,dos
83.12,3.11,3019.42,2547.17,normal
10.0,0.5,2620.92,3078.45,normal
69.77,4.94,4040.9,500.0,normal
175.91,4.26,5399.19,100.0,dos
278.76,0.2,5003.21,263.53,dos
48.43,5.36,4256.12,2871.68,normal
93.23,11.32,981.24,3197.65,normal
65.01,4.14,2343.31,2574.94,normal
374.69,0.66,5256.58,100.0,dos
97.1,5.84,3499.53,4463.33,normal
174.98,0.89,7365.31,1411.85,dos
375.67,1.1,3082.15,877.59,dos
93.89,6.96,2257.66,1853.07,normal
64.62,4.01,2353.97,3684.11,normal
48.39,8.75,2332.49,3488.9,normal
262.45,1.05,7918.85,1185.56,dos
67.37,8.14,3252.79,1778.02,normal
233.57,1.01,8264.14,1018.98,dos
48.03,3.92,2485.72,1772.0,normal
249.78,2.26,9576.68,995.01,dos
285.28,1.39,8696.11,1705.61,dos
10.0,5.28,4161.85,4849.76,normal
66.59,9.51,4854.48,3966.81,normal
247.89,1.21,7386.92,100.0,dos
341.54,0.1,5929.92,100.0,dos
262.81,1.55,2771.95,382.96,dos
46.33,4.67,2259.74,4141.18,normal
27.93,6.36,2587.86,3221.1,normal
330.57,0.63,7758.8,609.61,dos
13.95,7.35,1942.09,3533.98,normal
294.62,0.81,6592.57,618.06,dos
67.51,10.03,927.23,3132.8,normal
79.1,6.33,3165.96,4543.93,normal
288.72,0.68,6758.09,425.42,dos
102.95,1.82,6812.51,837.65,dos
131.03,2.49,4865.31,100.0,dos
391.19,2.39,4224.21,1254.46,dos
229.6,2.63,5286.44,1559.02,dos
218.97,3.51,4339.85,902.3,dos
43.83,3.36,3406.22,1945.0,normal
109.34,1.26,7377.94,1544.51,dos
126.15,2.77,6845.04,1137.37,dos
213.97,2.65,3753.7,100.0,dos
75.67,7.03,1113.99,2967.84,normal
240.72,0.81,8187.79,325.3,dos
83.31,12.5,2471.93,1159.7,normal
142.66,3.19,7343.42,713.24,dos
73.91,4.71,500.0,2385.82,normal
274.74,1.92,8642.74,100.0,dos
102.41,10.7,1834.49,870.76,normal
250.86,1.17,6333.06,558.86,dos
333.17,0.1,7028.63,1364.96,dos
234.57,0.6,5905.31,1451.67,dos
79.38,4.75,2981.37,1535.27,normal
268.31,2.29,7750.82,598.12,dos
40.53,8.07,1994.68,2219.45,normal
273.81,2.54,9985.96,767.74,dos
33.53,5.5,1346.23,1445.04,normal
341.24,1.16,5681.5,882.29,dos
41.61,7.9,3813.47,2144.0,normal
72.06,1.46,1341.2,1587.77,normal
106.15,1.99,5888.16,1004.41,dos
49.0,0.99,2322.13,3698.47,normal
113.12,5.52,2566.25,3144.84,normal
335.23,0.53,6906.84,124.25,dos
275.06,1.68,5609.12,857.6,dos
164.24,0.94,8669.75,499.52,dos
183.77,2.44,8056.56,1017.24,dos
81.13,7.56,1632.66,500.0,normal
100.0,2.31,7133.18,1325.34,dos
38.6,9.62,2055.97,732.22,normal
297.94,1.19,4312.95,1067.13,dos
182.27,2.05,4125.86,997.14,dos
251.85,0.84,7031.54,423.75,dos
328.49,1.08,7257.4,702.03,dos
277.79,1.85,2386.02,1140.14,dos
174.73,0.61,7513.67,868.7,dos
374.83,1.46,6893.92,100.0,dos
65.24,1.53,815.66,2113.53,normal
240.53,0.82,5926.24,1155.39,dos
103.81,9.04,2713.4,1349.3,normal
273.72,1.68,5872.39,716.97,dos
57.79,4.45,2731.14,3699.26,normal
339.09,2.01,6491.45,346.43,dos
189.03,2.6,3633.87,100.0,dos
308.26,0.84,4948.59,782.72,dos
244.78,0.1,4457.52,1033.17,dos
59.41,6.38,567.97,4801.42,normal
214.82,2.32,4839.77,208.8,dos
263.64,2.8,7082.32,243.02,dos
205.34,1.89,5043.16,690.11,dos
191.11,0.1,6475.11,1291.66,dos
55.82,0.5,687.34,5188.73,normal
20.92,7.89,5622.98,2077.03,normal
108.34,3.21,4633.43,984.05,dos
100.0,1.61,4605.53,199.41,dos
366.75,3.64,5422.28,640.7,dos
60.87,2.4,1536.3,4452.54,normal
148.81,1.85,6772.19,1185.35,dos
202.74,1.09,10155.24,130.65,dos
23.87,6.34,2934.43,3599.65,normal
107.26,4.58,2932.16,814.28,normal
298.26,1.43,5484.87,100.0,dos
80.51,4.32,2599.44,3732.63,normal
38.8,6.93,2315.46,556.1,normal
224.7,0.77,6677.41,1393.04,dos
272.54,1.53,7140.78,1563.5,dos
334.84,1.64,5934.89,1170.96,dos
338.53,1.06,5795.37,1540.61,dos
227.75,0.35,4142.04,100.0,dos
67.53,0.5,4428.42,1652.82,normal
64.55,8.5,1489.48,886.02,normal
65.79,2.75,2266.5,500.0,normal
82.19,5.07,1596.17,1635.8,normal
73.96,9.25,1836.11,4417.21,normal
292.1,2.72,6889.2,556.07,dos
54.56,4.18,2618.82,2472.83,normal
265.72,3.16,4993.3,790.87,dos
207.67,3.43,8089.21,717.34,dos
216.26,1.19,3199.88,654.55,dos
397.35,1.6,6390.46,267.79,dos
38.6,2.23,1974.61,1600.04,normal
35.38,5.39,4523.21,3189.63,normal
30.69,1.51,2437.96,2057.2,normal
86.24,8.42,2432.92,2106.33,normal
375.36,0.57,8996.09,805.12,dos
98.34,7.06,4806.67,1476.68,normal
61.17,8.57,3386.28,2965.86,normal
210.6,2.75,6435.79,907.39,dos
74.68,0.5,2454.54,500.0,normal
208.74,2.25,4270.24,532.6,dos
238.34,1.21,8881.01,426.91,dos
356.04,0.1,9107.86,1200.33,dos
22.57,7.32,3168.34,1905.42,normal
215.98,0.81,7373.75,794.36,dos
62.43,0.5,1973.38,1522.95,normal
244.66,1.43,9463.65,159.93,dos
377.45,2.16,7089.04,926.55,dos
272.09,2.08,7147.48,1302.03,dos
159.32,0.1,6634.75,502.83,dos
35.14,3.9,3078.36,3243.59,normal
54.26,12.26,3365.19,3174.05,normal
165.42,0.38,2282.46,1365.57,dos
58.81,6.18,3144.62,2072.15,normal
288.93,0.69,6037.61,405.07,dos
343.99,1.16,4190.99,100.0,dos
66.31,6.8,2454.09,2277.03,normal
177.39,1.29,4371.36,1599.55,dos
78.39,3.48,1832.24,500.0,normal
235.74,0.77,5282.77,998.64,dos
305.06,0.32,5321.7,942.57,dos
295.09,1.26,10401.85,286.51,dos
176.62,1.22,7071.16,1017.38,dos
56.86,7.86,1643.15,3204.22,normal
281.74,2.75,6454.3,353.24,dos
363.37,0.63,6857.63,1495.29,dos
66.24,4.09,3027.38,3874.26,normal
351.01,1.5,4532.54,385.07,dos
219.81,0.1,7081.16,900.3,dos
90.9,6.48,3983.79,1303.43,normal
62.49,5.45,2699.37,2189.25,normal
336.04,2.23,3333.61,554.39,dos
56.99,9.29,2552.88,2329.26,normal
340.36,1.78,6173.96,1230.77,dos
30.51,1.06,3370.99,4158.86,normal
230.65,1.44,5067.9,100.0,dos
65.18,6.14,906.99,1266.41,normal
267.57,1.33,4550.49,168.86,dos
188.59,1.18,3939.77,1411.16,dos
327.62,0.23,3872.35,1461.96,dos
35.44,6.25,3704.04,2273.22,normal
290.47,1.56,4327.4,824.13,dos
236.67,1.66,3981.99,105.2,dos
332.48,1.5,7729.24,1420.14,dos
83.69,8.01,807.04,2405.12,normal
255.56,1.93,7043.63,453.96,dos
114.91,2.03,2184.43,3332.78,normal
100.0,2.0,7061.17,1028.9,dos
66.98,2.32,2478.49,3113.93,normal
37.54,7.94,1840.91,2379.29,normal
372.39,1.77,3840.8,571.6,dos
89.93,5.25,1973.77,2055.1,normal
115.83,0.74,4455.22,1282.63,dos
52.09,1.75,3440.16,895.93,normal
241.77,1.59,4079.03,1205.54,dos
74.33,0.98,1344.8,1593.96,normal
90.01,7.64,2454.24,3590.1,normal
71.45,3.31,691.0,2587.36,normal
72.06,6.1,3242.63,1339.92,normal
230.15,1.59,8199.17,924.62,dos
152.5,1.79,9277.02,1089.53,dos
313.05,0.28,2627.45,295.2,dos
284.35,3.11,4892.1,1297.1,dos
289.98,1.66,8350.43,244.61,dos
310.94,3.21,4420.1,559.92,dos
29.27,6.55,3028.98,2385.26,normal
274.9,2.42,8023.51,325.18,dos
32.7,9.56,4113.62,2839.92,normal
111.47,1.29,5142.38,356.71,dos
392.07,0.92,6272.1,734.04,dos
67.14,5.7,2545.08,3042.41,normal
351.04,0.1,5555.91,100.0,dos
312.42,1.54,7171.78,935.09,dos
158.62,2.91,7416.14,512.89,dos
80.84,3.93,2375.69,500.0,normal
23.33,9.8,2259.7,5033.94,normal
332.09,0.18,5193.18,497.45,dos
166.29,0.42,5194.12,449.03,dos
218.54,0.2,5326.3,310.83,dos
195.93,2.09,10277.46,630.21,dos
52.8,0.5,2978.81,4595.08,normal
273.93,1.47,7052.2,1282.05,dos
193.57,0.1,7463.38,1973.82,dos
277.19,2.16,3184.08,746.49,dos
255.45,0.1,4010.53,100.0,dos
328.45,1.37,4779.71,505.72,dos
69.9,8.06,500.0,2312.89,normal
86.35,7.17,1400.03,3643.38,normal
273.74,2.8,6806.05,493.87,dos
282.17,0.84,7771.68,245.14,dos
89.08,1.4,4862.51,2624.96,normal
46.9,6.38,2382.4,2162.25,normal
69.61,5.98,1914.95,2962.13,normal
266.81,1.33,4660.63,1219.87,dos
303.88,2.0,7508.47,925.89,dos
264.58,1.35,5862.65,1150.42,dos
85.76,4.07,2765.01,2636.23,normal
218.73,0.79,5985.05,1498.66,dos
311.97,1.71,5801.9,100.0,dos
161.85,2.49,7365.39,733.84,dos
388.71,1.07,4315.05,1086.04,dos
90.51,5.29,4615.96,4972.26,normal
312.31,1.38,7046.35,904.44,dos
140.5,2.61,8319.0,1502.15,dos
187.1,1.12,6172.04,794.05,dos
167.22,1.36,3121.76,760.79,dos
178.44,2.01,4261.56,952.07,dos
213.52,2.25,5425.0,1047.4,dos
59.03,1.77,2486.07,2771.9,normal
192.65,0.56,7820.85,100.0,dos
324.34,2.82,4450.13,541.04,dos
304.76,1.99,7369.37,646.4,dos
88.84,11.64,2919.58,2348.17,normal
252.68,1.41,7623.7,254.52,dos
53.43,1.64,5077.89,2567.49,normal
64.74,3.48,2859.75,2343.98,normal
70.21,8.07,1878.24,3250.35,normal
69.74,1.54,3226.65,4520.77,normal
159.19,1.32,4148.47,590.09,dos
267.39,0.94,4820.22,579.13,dos
74.93,2.98,1417.22,1302.69,normal
194.94,0.55,6788.0,1295.58,dos
129.5,3.39,8549.67,1017.5,dos
29.76,1.19,2300.51,4176.33,normal
34.36,5.42,3491.02,2311.39,normal
83.74,5.1,2634.38,1532.4,normal
74.67,6.42,1813.92,1968.74,normal
146.95,1.29,3872.49,439.75,dos
164.53,2.46,7660.42,750.11,dos
104.03,3.08,4293.68,3763.68,normal
55.75,8.2,4735.44,3138.54,normal
66.68,2.27,793.53,5097.87,normal
294.06,2.42,6825.57,1364.13,dos
344.45,0.27,6392.9,325.81,dos
49.69,3.73,3028.91,4330.36,normal
143.82,0.1,4533.77,941.98,dos
236.47,1.54,7052.22,1044.3,dos
288.22,0.44,3005.47,823.88,dos
362.89,0.35,10019.08,548.76,dos
259.87,0.36,6993.15,781.57,dos
84.24,12.59,500.0,3065.16,normal
45.27,7.94,1367.55,1738.25,normal
34.51,0.73,4345.62,4485.56,normal
97.05,4.84,3245.12,4323.25,normal
154.15,0.28,9282.62,1209.89,dos
145.46,1.16,8135.99,427.19,dos
19.81,8.1,1762.07,500.0,normal
147.47,0.1,4366.41,718.09,dos
184.96,2.95,3883.74,697.86,dos
165.69,1.98,9123.74,953.25,dos
111.17,4.88,3051.37,2621.14,normal
58.56,2.49,2409.97,1880.77,normal
56.56,6.04,2614.03,3805.27,normal
55.24,3.04,2604.65,2940.6,normal
222.19,2.05,8107.72,1080.83,dos
55.58,3.09,4058.43,1044.97,normal
10.0,2.33,1603.48,1449.61,normal
66.23,8.77,776.38,1338.34,normal
17.25,10.17,500.0,3216.97,normal
15.59,3.33,500.0,1279.01,normal
284.72,2.16,5823.03,791.02,dos
74.6,2.79,1494.61,4870.85,normal
108.98,3.02,6652.04,723.25,dos
242.04,0.1,6564.33,676.09,dos
317.11,1.46,4484.73,1645.96,dos
90.53,3.96,4079.61,2596.86,normal
346.05,1.12,8505.15,780.59,dos
66.03,9.26,4867.1,4724.6,normal
205.76,2.55,4439.06,767.7,dos
154.74,2.27,7633.69,832.61,dos
92.64,3.03,1715.51,1754.61,normal
60.53,8.69,710.7,1094.75,normal
79.79,5.65,3097.73,697.8,normal
244.29,0.65,4379.37,1205.4,dos
62.76,1.64,4148.96,2709.42,normal
49.71,5.84,3629.28,3547.8,normal
309.58,0.64,7198.98,1027.32,dos
119.56,0.87,6496.01,1533.17,dos
110.38,6.6,1320.28,1444.16,normal
286.58,1.93,5242.91,1183.36,dos
160.74,2.38,8659.74,100.0,dos
64.87,8.49,1525.4,1304.17,normal
39.36,3.46,1513.98,651.48,normal
66.33,9.4,2720.15,3590.67,normal
258.06,1.05,5548.06,730.38,dos
71.55,7.35,3185.13,500.0,normal
36.0,2.48,500.0,3859.41,normal
273.87,2.03,10437.29,615.07,dos
291.44,1.95,5399.32,1741.86,dos
10.0,0.5,1304.57,3165.56,normal
292.26,2.93,6531.41,506.23,dos
57.17,4.72,3270.45,5523.65,normal
46.26,0.5,2767.26,2925.29,normal
248.57,2.11,2000.0,653.62,dos
39.35,6.42,2053.29,4191.34,normal
278.62,2.59,4366.19,1524.48,dos
81.02,4.81,500.0,4561.1,normal
45.21,2.45,2963.4,3453.73,normal
74.65,6.69,1688.87,2856.6,normal
42.04,0.5,3437.41,614.21,normal
99.49,4.67,2053.52,1137.62,normal
263.33,1.4,3467.8,100.0,dos
38.87,0.77,1085.57,500.0,normal
121.14,0.36,2000.0,364.27,dos
64.47,0.5,1664.45,2058.72,normal
229.45,1.68,7361.77,1214.49,dos
162.1,2.45,7768.68,706.05,dos
52.41,5.97,1707.82,1866.67,normal
98.45,4.34,1160.26,3127.86,normal
389.43,3.58,6787.25,100.0,dos
238.81,1.65,5630.4,711.26,dos
243.85,1.76,6492.21,710.97,dos
186.7,2.14,6721.27,1326.94,dos
35.02,1.24,3511.33,2466.2,normal
204.03,0.1,5482.87,221.08,dos
347.26,1.4,10423.71,296.11,dos
295.45,1.7,4146.02,352.39,dos
43.72,2.31,3211.66,500.0,normal
225.51,1.25,8660.63,1169.74,dos
209.21,1.33,4374.61,416.7,dos
108.47,1.76,1283.67,3766.44,normal
79.21,1.42,903.22,2227.89,normal
71.66,5.48,1790.62,714.09,normal
91.97,2.6,2628.0,3754.96,normal
81.17,10.42,3348.98,500.0,normal
72.12,0.5,4292.71,2847.77,normal
189.09,1.0,5708.46,343.07,dos
100.39,4.87,2099.94,1792.58,normal
356.93,1.83,7740.17,745.57,dos
121.01,1.23,10114.29,100.0,dos
44.06,2.24,2161.45,3819.3,normal
150.13,1.39,5380.15,1512.38,dos
221.3,1.18,6041.12,461.13,dos
229.0,2.28,4031.65,1331.91,dos
43.31,5.98,3481.04,3052.39,normal
71.83,3.89,967.5,3936.91,normal
57.85,4.49,2708.59,1229.86,normal
77.71,6.33,1839.36,4941.7,normal
320.58,1.53,6524.85,1612.77,dos
292.22,1.75,9570.52,119.5,dos
342.49,1.2,8275.59,868.82,dos
39.91,4.33,2386.87,1050.17,normal
330.44,1.06,7883.65,100.0,dos
57.7,6.3,2020.36,1998.61,normal
69.16,0.95,3428.26,2148.89,normal
64.16,7.16,2042.52,3722.35,normal
108.55,2.04,8562.33,604.78,dos
411.07,1.34,3341.54,1098.86,dos
103.74,10.29,2853.49,2649.72,normal
86.77,0.5,788.24,1763.95,normal
305.74,1.25,4720.14,628.03,dos
357.09,2.64,2000.0,100.0,dos
365.41,0.1,4838.94,1227.28,dos
62.05,1.43,500.0,763.74,normal
237.06,2.41,4808.19,1247.01,dos
223.27,2.23,3740.78,782.46,dos
289.02,1.08,6313.01,853.59,dos
63.52,4.29,2574.92,1947.78,normal
448.01,1.63,6584.97,1404.63,dos
233.48,3.78,3847.27,682.38,dos
313.11,2.69,7661.06,725.92,dos
41.82,6.36,613.32,4554.77,normal
200.0,2.99,5037.44,1003.43,dos
65.77,6.98,1151.0,4827.63,normal
101.59,1.91,2333.44,500.0,normal
163.44,2.63,7610.46,866.07,dos
300.37,2.46,4566.55,1097.69,dos
375.12,1.93,6920.35,1103.49,dos
207.63,3.93,5550.02,968.75,dos
293.05,3.55,7865.37,1107.45,dos
51.73,5.42,2693.82,1846.45,normal
225.55,3.48,6881.8,100.0,dos
70.93,5.24,3206.6,738.37,normal
254.64,0.25,4139.25,1231.13,dos
10.0,4.05,4838.76,4544.47,normal
35.39,0.77,500.0,1528.43,normal
364.48,1.26,10551.54,100.0,dos
184.78,1.98,7222.69,450.71,dos
183.98,0.78,8682.07,691.11,dos
381.58,1.48,6402.17,876.75,dos
52.64,7.28,4682.89,500.0,normal
37.98,6.71,2676.39,2667.0,normal
330.43,2.61,5116.74,893.18,dos
67.78,3.91,3695.15,3441.0,normal
39.85,0.5,1751.68,2741.28,normal
129.54,0.1,6397.97,720.41,dos
214.33,2.24,5798.27,1403.64,dos
412.48,1.7,5838.91,484.56,dos
37.05,0.5,3013.21,1606.15,normal
145.47,2.06,4226.12,622.33,dos
41.79,8.82,4319.62,2827.35,normal
291.09,1.99,5660.82,920.68,dos
60.06,11.04,3369.31,500.0,normal
29.36,7.59,2363.41,3069.52,normal
80.58,11.25,1548.24,4913.08,normal
154.21,1.58,6276.81,631.91,dos
57.23,0.5,2692.67,1327.99,normal
402.64,2.01,7977.11,415.74,dos
111.92,5.4,1984.01,3790.14,normal
22.11,8.68,895.63,4285.76,normal
91.96,8.18,3158.44,3305.51,normal
81.41,4.88,2181.01,500.0,normal
58.14,5.24,4076.17,2104.72,normal
67.22,2.8,500.0,2110.63,normal
66.73,8.9,3444.73,1562.23,normal
275.64,1.32,7565.5,813.98,dos
31.16,4.07,2228.82,1719.35,normal
236.28,0.1,8572.61,585.06,dos
42.63,7.3,2892.29,2171.67,normal
219.84,1.22,4443.41,737.07,dos
305.26,0.1,7354.42,1287.49,dos
373.58,1.94,4255.13,706.28,dos
39.94,5.41,2727.2,2282.67,normal
192.06,1.68,5986.08,989.46,dos
52.88,6.81,2882.59,3536.33,normal
10.0,0.5,500.0,3207.24,normal
101.86,5.73,2003.87,4355.33,normal
124.0,2.06,2116.2,4166.56,normal
62.05,9.49,3172.91,3626.83,normal
98.45,5.29,1635.82,1034.86,normal
78.32,5.22,1783.27,3381.92,normal
288.27,1.82,7297.58,1006.79,dos
264.06,0.1,4296.49,126.16,dos
447.33,0.39,4769.31,865.36,dos
71.08,4.63,3079.26,747.66,normal
285.29,1.09,5807.45,767.64,dos
222.1,1.9,7240.35,609.44,dos
72.84,0.5,2457.62,958.76,normal
77.05,0.56,3538.81,1909.07,normal
43.55,8.25,2692.82,4339.34,normal
303.82,2.83,5611.28,853.22,dos
365.41,0.1,5376.4,1357.83,dos
213.95,2.73,2964.21,996.99,dos
379.94,2.49,5527.32,1306.34,dos
225.68,1.36,6458.93,184.28,dos
209.32,2.07,3978.82,718.08,dos
317.91,0.7,5525.05,1387.32,dos
298.52,2.28,6439.63,676.16,dos
77.99,7.44,928.32,1268.87,normal
152.11,2.58,2148.71,1180.25,dos
373.32,0.3,6040.38,793.64,dos
73.47,4.53,2442.42,2074.95,normal
252.25,1.28,4801.35,175.98,dos
12.76,3.08,2797.97,2574.15,normal
137.75,3.01,2000.0,1135.15,dos
47.47,3.44,2159.03,3396.02,normal
81.81,7.31,1242.67,3782.45,normal
52.41,5.07,500.0,4178.35,normal
36.89,5.94,811.83,3744.96,normal
269.48,1.75,7737.12,767.55,dos
266.4,0.55,7486.39,1376.28,dos
80.5,9.54,3941.7,3168.16,normal
252.42,1.73,2000.0,196.27,dos
78.94,7.9,4223.31,3571.41,normal
13.91,7.94,3417.03,2001.46,normal
250.8,1.74,5637.74,874.01,dos
199.99,1.87,9040.42,1251.04,dos
246.81,0.1,6670.42,233.31,dos
64.54,8.38,3670.4,500.0,normal
106.17,6.48,3601.33,3158.65,normal
347.46,2.21,4998.07,393.34,dos
53.75,4.12,3733.55,3153.54,normal
216.85,1.7,4689.7,808.34,dos
54.99,9.6,3866.69,4845.6,normal
259.31,1.6,10848.8,1350.22,dos
63.7,9.28,2219.31,5173.79,normal
34.58,6.23,2013.99,3756.61,normal
272.84,0.94,6793.54,141.48,dos
221.8,0.54,4787.38,100.0,dos
55.33,4.68,1543.02,4298.81,normal
170.88,1.66,4612.16,1155.69,dos
350.92,2.93,4362.23,775.72,dos
309.71,2.83,6665.78,191.53,dos
180.43,0.61,6210.32,1143.09,dos
100.0,1.89,5834.82,1395.44,dos
194.04,2.03,9189.57,1782.7,dos
223.55,2.56,5779.33,765.96,dos
27.89,3.27,2981.85,4088.51,normal
25.69,4.08,4121.19,828.98,normal
62.45,8.46,1246.09,3073.45,normal
96.33,5.59,2013.4,2258.67,normal
386.06,2.18,6733.01,1002.55,dos
193.8,0.1,2260.04,276.12,dos
174.26,0.61,5759.02,1016.74,dos
212.84,1.82,4788.65,853.11,dos
308.12,3.36,6586.72,520.04,dos
260.64,2.63,5653.66,1004.22,dos
279.95,1.23,3021.68,982.95,dos
92.76,0.96,2072.29,500.0,normal
345.96,0.87,5851.22,100.0,dos
